run_id,experiment_name,model_label,context,column_name,source_column_name,accuracy_incl_empty,precision_macro_incl_empty,recall_macro_incl_empty,f1_macro_incl_empty,accuracy_excl_empty,precision_macro_excl_empty,recall_macro_excl_empty,f1_macro_excl_empty,hallucination_rate,omission_rate,hallucination_count,omission_count,empty_empty_count,error_total,error_whitespace_only,error_case_only,error_whitespace_and_case,error_genuine,display_label,model_family
495062d5,dou_harmonization_codeact_gemini-3-flash-preview,google/gemini-3-flash-preview,codeact_context,age_at_index,Age,0.09433962264150944,0.06835637480798772,0.0629800307219662,0.0651305683563748,0.09433962264150944,0.07063492063492063,0.06507936507936508,0.06730158730158729,0.03773584905660377,0.0,2,0,0,46,0,0,0,46,google/gemini-3-flash-preview | codeact_context,frontier
495062d5,dou_harmonization_codeact_gemini-3-flash-preview,google/gemini-3-flash-preview,codeact_context,race,Race,0.8301886792452831,0.13095238095238096,0.1282798833819242,0.1296023564064801,0.8301886792452831,0.15277777777777776,0.14965986394557823,0.15120274914089346,0.03773584905660377,0.0,2,0,0,7,0,0,1,6,google/gemini-3-flash-preview | codeact_context,frontier
495062d5,dou_harmonization_codeact_gemini-3-flash-preview,google/gemini-3-flash-preview,codeact_context,ethnicity,Ethnicity,0.41509433962264153,0.12571428571428572,0.14666666666666667,0.13538461538461538,0.41509433962264153,0.15714285714285714,0.18333333333333332,0.1692307692307692,0.03773584905660377,0.0,2,0,0,29,0,8,0,21,google/gemini-3-flash-preview | codeact_context,frontier
495062d5,dou_harmonization_codeact_gemini-3-flash-preview,google/gemini-3-flash-preview,codeact_context,gender,Gender,0.9622641509433962,0.4811320754716981,0.5,0.49038461538461536,0.9622641509433962,0.9622641509433962,1.0,0.9807692307692307,0.03773584905660377,0.0,2,0,0,0,0,0,0,0,google/gemini-3-flash-preview | codeact_context,frontier
495062d5,dou_harmonization_codeact_gemini-3-flash-preview,google/gemini-3-flash-preview,codeact_context,tumor_focality,Tumor_Focality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,2,0,0,51,0,33,0,18,google/gemini-3-flash-preview | codeact_context,frontier
495062d5,dou_harmonization_codeact_gemini-3-flash-preview,google/gemini-3-flash-preview,codeact_context,tumor_largest_dimension_diameter,Tumor_Size_cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,2,0,0,51,0,0,0,51,google/gemini-3-flash-preview | codeact_context,frontier
1f8f71bf,dou_harmonization_codeact_kimi-k2.5,moonshotai/kimi-k2.5,codeact_context,country_of_birth,Country,0.019230769230769232,0.125,0.008620689655172414,0.016129032258064516,0.0,0.0,0.0,0.0,0.25961538461538464,0.0,27,0,2,75,0,0,0,75,moonshotai/kimi-k2.5 | codeact_context,frontier
1f8f71bf,dou_harmonization_codeact_kimi-k2.5,moonshotai/kimi-k2.5,codeact_context,tumor_grade,Histologic_Grade_FIGO,0.17307692307692307,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,86,0,0,0,86,moonshotai/kimi-k2.5 | codeact_context,frontier
1f8f71bf,dou_harmonization_codeact_kimi-k2.5,moonshotai/kimi-k2.5,codeact_context,primary_diagnosis,Histologic_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,104,0,0,0,104,moonshotai/kimi-k2.5 | codeact_context,frontier
1f8f71bf,dou_harmonization_codeact_kimi-k2.5,moonshotai/kimi-k2.5,codeact_context,figo_stage,FIGO_stage,0.028846153846153848,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,101,0,93,0,8,moonshotai/kimi-k2.5 | codeact_context,frontier
1f8f71bf,dou_harmonization_codeact_kimi-k2.5,moonshotai/kimi-k2.5,codeact_context,bmi,BMI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,3,0,0,0,0,0,moonshotai/kimi-k2.5 | codeact_context,frontier
1f8f71bf,dou_harmonization_codeact_kimi-k2.5,moonshotai/kimi-k2.5,codeact_context,age_at_index,Age,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,3,0,0,0,0,0,moonshotai/kimi-k2.5 | codeact_context,frontier
1f8f71bf,dou_harmonization_codeact_kimi-k2.5,moonshotai/kimi-k2.5,codeact_context,race,Race,0.9807692307692307,0.5714285714285714,0.5689655172413793,0.5701863354037268,0.9682539682539683,0.5,0.4971264367816092,0.4985507246376812,0.0,0.0,0,0,41,2,0,1,1,0,moonshotai/kimi-k2.5 | codeact_context,frontier
1f8f71bf,dou_harmonization_codeact_kimi-k2.5,moonshotai/kimi-k2.5,codeact_context,ethnicity,Ethnicity,0.8269230769230769,0.6,0.6,0.6,0.7142857142857143,0.5,0.5,0.5,0.0,0.0,0,0,41,18,0,18,0,0,moonshotai/kimi-k2.5 | codeact_context,frontier
1f8f71bf,dou_harmonization_codeact_kimi-k2.5,moonshotai/kimi-k2.5,codeact_context,gender,Gender,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,3,0,0,0,0,0,moonshotai/kimi-k2.5 | codeact_context,frontier
1f8f71bf,dou_harmonization_codeact_kimi-k2.5,moonshotai/kimi-k2.5,codeact_context,tumor_focality,Tumor_Focality,0.028846153846153848,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,101,0,101,0,0,moonshotai/kimi-k2.5 | codeact_context,frontier
1f8f71bf,dou_harmonization_codeact_kimi-k2.5,moonshotai/kimi-k2.5,codeact_context,tumor_largest_dimension_diameter,Tumor_Size_cm,0.038461538461538464,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,100,0,0,0,100,moonshotai/kimi-k2.5 | codeact_context,frontier
